Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Kris Bryant,592178,112,101.0,77.0,79.0,30.0,1.0,21.0,93.0,55.0,1.0,110.0,11.0,0.291,378.0,0.396,0.542,0.938,0.0,2.0,1.0,6.0,1728.0,445.0,205.0,51.0,127.0,0.0,1.0,0.336,0.78,0.233,7.0,0.258,0.625,0.367,0.259,15.0,0.348,0.796,0.448,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,15.0,0.2,3.0,0.2,0.467,0.267,0.0
Kyle Schwarber,656941,112,101.0,81.0,54.0,16.0,1.0,24.0,107.0,47.0,4.0,80.0,2.0,0.226,354.0,0.316,0.48,0.796,2.0,1.0,0.333,4.0,1667.0,408.0,170.0,54.0,122.0,0.0,5.0,0.246,0.89,0.174,4.0,0.24,0.805,0.565,0.239,11.0,0.314,0.988,0.674,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,10.0,0.1,1.0,0.1,0.2,0.1,1.0
Martin Maldonado,455117,112,78.0,80.0,26.0,15.0,0.0,6.0,60.0,19.0,1.0,54.0,5.0,0.217,249.0,0.285,0.349,0.634,0.0,0.0,0.0,9.0,1023.0,276.0,87.0,17.0,102.0,2.0,1.0,0.261,1.38,0.105,2.0,0.19,0.506,0.316,0.156,7.0,0.224,0.557,0.333,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robel Garcia,596825,112,19.0,7.0,6.0,2.0,2.0,4.0,26.0,3.0,0.0,13.0,0.0,0.22,59.0,0.254,0.525,0.779,0.0,0.0,0.0,2.0,257.0,63.0,31.0,8.0,25.0,0.0,1.0,0.3,0.5,0.143,4.0,0.172,0.422,0.25,0.188,9.0,0.2,0.596,0.396,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Victor Caratini,605170,112,48.0,35.0,16.0,7.0,0.0,5.0,30.0,16.0,0.0,31.0,1.0,0.267,116.0,0.358,0.457,0.815,0.0,0.0,0.0,3.0,540.0,134.0,53.0,21.0,63.0,0.0,1.0,0.317,1.67,0.273,3.0,0.429,0.974,0.545,0.188,6.0,0.325,0.606,0.281,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,9.0,0.444,4.0,0.444,1.111,0.667,1.0
Willson Contreras,575929,112,83.0,73.0,44.0,15.0,1.0,19.0,81.0,34.0,2.0,78.0,9.0,0.279,280.0,0.372,0.543,0.915,2.0,1.0,0.333,3.0,1256.0,325.0,152.0,56.0,104.0,0.0,2.0,0.324,1.46,0.167,4.0,0.259,0.592,0.333,0.214,12.0,0.302,0.766,0.464,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,8.0,0.125,1.0,0.125,0.25,0.125,0.0
Chad Pinder,640461,133,79.0,77.0,31.0,14.0,0.0,8.0,53.0,11.0,0.0,55.0,4.0,0.241,228.0,0.285,0.408,0.692,1.0,0.0,0.0,9.0,874.0,246.0,93.0,32.0,107.0,0.0,3.0,0.276,1.67,0.133,2.0,0.222,0.489,0.267,0.229,8.0,0.263,0.634,0.371,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Herrmann,543302,133,15.0,10.0,4.0,2.0,0.0,1.0,18.0,3.0,0.0,10.0,0.0,0.217,46.0,0.265,0.326,0.591,0.0,0.0,0.0,2.0,212.0,49.0,15.0,7.0,31.0,0.0,0.0,0.333,1.25,0.111,2.0,0.2,0.367,0.167,0.217,10.0,0.265,0.591,0.326,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,3.0,0.333,1.0,0.5,0.833,0.333,1.0
Franklin Barreto,620439,133,15.0,16.0,6.0,1.0,0.0,2.0,16.0,1.0,0.0,5.0,0.0,0.114,44.0,0.133,0.273,0.406,0.0,1.0,1.0,0.0,177.0,45.0,12.0,4.0,21.0,0.0,0.0,0.115,2.29,0.111,2.0,0.111,0.222,0.111,0.114,5.0,0.133,0.406,0.273,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Phegley,572033,133,82.0,57.0,34.0,14.0,0.0,10.0,42.0,10.0,0.0,58.0,5.0,0.243,239.0,0.283,0.427,0.71,1.0,0.0,0.0,9.0,947.0,259.0,102.0,47.0,91.0,1.0,4.0,0.251,0.66,0.214,3.0,0.25,0.679,0.429,0.178,8.0,0.208,0.452,0.244,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jurickson Profar,595777,133,94.0,99.0,41.0,14.0,1.0,14.0,56.0,24.0,2.0,68.0,6.0,0.206,330.0,0.271,0.382,0.653,0.0,7.0,1.0,8.0,1412.0,361.0,126.0,47.0,148.0,0.0,1.0,0.207,0.92,0.105,2.0,0.19,0.295,0.105,0.143,6.0,0.217,0.646,0.429,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,3.0,0.667,2.0,0.667,1.334,0.667,1.0
Khris Davis,501981,133,90.0,75.0,44.0,8.0,0.0,17.0,97.0,30.0,3.0,77.0,3.0,0.23,335.0,0.298,0.406,0.704,0.0,0.0,0.0,7.0,1405.0,369.0,136.0,53.0,166.0,0.0,1.0,0.27,0.86,0.192,5.0,0.241,0.587,0.346,0.193,11.0,0.254,0.535,0.281,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Semien,543760,133,109.0,120.0,79.0,26.0,4.0,17.0,68.0,57.0,1.0,120.0,1.0,0.272,441.0,0.356,0.465,0.821,5.0,6.0,0.545,9.0,2030.0,500.0,205.0,52.0,119.0,0.0,1.0,0.289,0.9,0.308,8.0,0.419,0.996,0.577,0.255,14.0,0.388,0.915,0.527,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,4.0,0.25,1.0,0.5,0.75,0.25,0.0
Mark Canha,592192,133,75.0,55.0,46.0,10.0,1.0,17.0,54.0,39.0,1.0,56.0,9.0,0.249,225.0,0.378,0.529,0.907,2.0,0.0,0.0,5.0,1135.0,275.0,119.0,31.0,93.0,0.0,2.0,0.25,0.89,0.25,6.0,0.4,0.817,0.417,0.25,14.0,0.344,0.844,0.5,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Chapman,656305,133,105.0,99.0,67.0,27.0,3.0,23.0,90.0,48.0,0.0,104.0,4.0,0.264,394.0,0.348,0.523,0.871,1.0,0.0,0.0,8.0,1881.0,448.0,206.0,61.0,132.0,0.0,2.0,0.286,0.96,0.071,2.0,0.161,0.34,0.179,0.235,12.0,0.304,0.755,0.451,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Olson,621566,133,75.0,51.0,41.0,14.0,0.0,22.0,77.0,30.0,3.0,72.0,5.0,0.258,279.0,0.341,0.545,0.886,0.0,0.0,0.0,5.0,1328.0,314.0,152.0,47.0,113.0,0.0,0.0,0.278,0.65,0.25,7.0,0.323,0.859,0.536,0.273,15.0,0.365,0.838,0.473,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ramon Laureano,657656,133,107.0,71.0,67.0,26.0,0.0,21.0,113.0,22.0,0.0,108.0,10.0,0.284,380.0,0.334,0.518,0.853,2.0,12.0,0.857,6.0,1675.0,419.0,197.0,58.0,161.0,0.0,7.0,0.344,0.75,0.286,6.0,0.333,0.857,0.524,0.392,20.0,0.441,1.225,0.784,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Grossman,543257,133,91.0,75.0,37.0,17.0,1.0,5.0,52.0,41.0,1.0,72.0,0.0,0.252,286.0,0.345,0.371,0.715,4.0,8.0,0.667,5.0,1264.0,328.0,106.0,29.0,97.0,0.0,1.0,0.291,0.85,0.174,4.0,0.208,0.382,0.174,0.191,9.0,0.296,0.509,0.213,0.388,11.5,1.13,16.5,4.5,18.0,20.5,13.0,0.0,0.64,2.67,12.0,4.5,2.33,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Ben Gamel,592325,158,94.0,54.0,35.0,13.0,0.0,6.0,76.0,27.0,2.0,56.0,3.0,0.248,226.0,0.335,0.385,0.72,2.0,2.0,0.5,0.0,1081.0,257.0,87.0,27.0,77.0,0.0,1.0,0.345,1.32,0.167,2.0,0.231,0.648,0.417,0.231,6.0,0.333,0.718,0.385,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Christian Yelich,592885,158,98.0,84.0,78.0,21.0,3.0,36.0,85.0,59.0,15.0,124.0,6.0,0.335,370.0,0.432,0.7,1.132,2.0,23.0,0.92,8.0,1659.0,438.0,259.0,80.0,129.0,0.0,3.0,0.349,1.05,0.31,9.0,0.375,0.823,0.448,0.361,22.0,0.426,1.082,0.656,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,5.0,0.0,0.0,0.167,0.167,0.0,1.0
Eric Thames,519346,158,98.0,35.0,43.0,14.0,1.0,15.0,91.0,38.0,3.0,61.0,6.0,0.252,242.0,0.365,0.504,0.869,1.0,2.0,0.667,0.0,1228.0,288.0,122.0,40.0,108.0,0.0,2.0,0.333,0.61,0.063,1.0,0.286,0.536,0.25,0.189,7.0,0.302,0.734,0.432,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,2.0,1.0,2.0,1.0,3.0,2.0,1.0
Jesus Aguilar,542583,158,94.0,54.0,26.0,9.0,0.0,8.0,59.0,31.0,0.0,50.0,2.0,0.225,222.0,0.32,0.374,0.694,0.0,0.0,0.0,11.0,1061.0,262.0,83.0,34.0,98.0,0.0,4.0,0.264,0.86,0.188,3.0,0.278,0.528,0.25,0.229,8.0,0.282,0.596,0.314,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,3.0,0.667,2.0,0.667,1.334,0.667,0.0
Keston Hiura,669374,158,44.0,27.0,25.0,10.0,2.0,11.0,56.0,13.0,1.0,52.0,4.0,0.317,164.0,0.381,0.604,0.985,2.0,7.0,0.778,1.0,690.0,181.0,99.0,27.0,64.0,0.0,0.0,0.423,0.93,0.227,5.0,0.346,0.891,0.545,0.382,21.0,0.443,1.188,0.745,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Cain,456715,158,100.0,135.0,56.0,25.0,0.0,7.0,78.0,36.0,0.0,103.0,4.0,0.251,410.0,0.315,0.363,0.678,6.0,12.0,0.667,9.0,1833.0,454.0,149.0,36.0,141.0,0.0,4.0,0.292,1.38,0.31,9.0,0.364,0.743,0.379,0.259,15.0,0.343,0.757,0.414,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,2.0,0.5,1.0,0.5,1.0,0.5,0.0
Manny Pina,444489,158,49.0,20.0,8.0,3.0,0.0,6.0,27.0,11.0,1.0,20.0,2.0,0.211,95.0,0.306,0.432,0.737,0.0,0.0,0.0,1.0,447.0,108.0,41.0,16.0,52.0,0.0,0.0,0.226,0.71,0.462,6.0,0.5,1.423,0.923,0.357,10.0,0.4,1.114,0.714,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,4.0,0.5,2.0,0.5,1.5,1.0,0.0
Mike Moustakas,519058,158,99.0,86.0,62.0,22.0,1.0,26.0,70.0,35.0,2.0,98.0,6.0,0.258,380.0,0.329,0.526,0.856,0.0,3.0,1.0,10.0,1622.0,422.0,200.0,60.0,172.0,0.0,1.0,0.253,0.68,0.125,3.0,0.222,0.347,0.125,0.228,13.0,0.302,0.688,0.386,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Orlando Arcia,606115,158,104.0,108.0,42.0,11.0,1.0,12.0,78.0,34.0,4.0,77.0,0.0,0.227,339.0,0.296,0.372,0.668,4.0,7.0,0.636,12.0,1513.0,376.0,126.0,39.0,164.0,1.0,2.0,0.259,1.37,0.2,4.0,0.333,0.533,0.2,0.171,7.0,0.292,0.463,0.171,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,4.0,0.5,2.0,0.5,1.75,1.25,0.0
Ryan Braun,460075,158,99.0,89.0,45.0,19.0,1.0,15.0,78.0,21.0,1.0,88.0,5.0,0.27,326.0,0.323,0.472,0.795,1.0,7.0,0.875,11.0,1288.0,356.0,154.0,49.0,139.0,0.0,1.0,0.312,1.24,0.125,2.0,0.222,0.597,0.375,0.261,12.0,0.34,0.927,0.587,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,7.0,0.571,4.0,0.625,1.625,1.0,0.0
Travis Shaw,543768,158,61.0,34.0,18.0,5.0,0.0,6.0,71.0,27.0,3.0,30.0,2.0,0.158,190.0,0.269,0.279,0.548,0.0,0.0,0.0,5.0,947.0,219.0,53.0,13.0,95.0,0.0,0.0,0.212,0.62,0.071,1.0,0.188,0.474,0.286,0.118,4.0,0.231,0.437,0.206,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,5.0,0.6,3.0,0.6,1.6,1.0,1.0
Tyler Saladino,573135,158,28.0,16.0,7.0,0.0,0.0,2.0,26.0,5.0,0.0,8.0,1.0,0.123,65.0,0.197,0.215,0.413,0.0,2.0,1.0,1.0,287.0,71.0,14.0,8.0,37.0,0.0,0.0,0.162,1.07,0.154,2.0,0.353,0.738,0.385,0.143,5.0,0.25,0.564,0.314,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yasmani Grandal,518735,158,100.0,73.0,50.0,17.0,2.0,19.0,83.0,60.0,2.0,85.0,5.0,0.258,329.0,0.376,0.495,0.871,0.0,4.0,1.0,7.0,1685.0,399.0,163.0,55.0,126.0,0.0,5.0,0.284,0.78,0.3,6.0,0.44,0.79,0.35,0.279,12.0,0.415,0.764,0.349,0.225,3.45,1.65,7.18,1.45,31.1,14.27,3.47,0.333,0.64,4.0,4.6,1.15,0.93,0.67,2.0,0.0,0.0,0.0,0.0,0.0,1.0
