Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
David Dahl,621311,115,98.0,86.0,67.0,27.0,5.0,15.0,110.0,28.0,0.0,111.0,4.0,0.302,367.0,0.354,0.526,0.88,4.0,4.0,0.5,3.0,1578.0,406.0,193.0,61.0,132.0,2.0,5.0,0.389,1.28,0.345,10.0,0.406,1.096,0.69,0.264,14.0,0.35,0.822,0.472,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,6.0,0.167,1.0,0.167,0.834,0.667,0.0
Garrett Hampson,641658,115,61.0,41.0,21.0,7.0,2.0,2.0,51.0,14.0,1.0,35.0,0.0,0.215,163.0,0.275,0.319,0.594,3.0,5.0,0.625,1.0,741.0,179.0,52.0,13.0,67.0,1.0,1.0,0.297,1.08,0.25,4.0,0.294,0.794,0.5,0.241,7.0,0.371,0.819,0.448,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,2.0,0.5,1.0,0.5,1.5,1.0,1.0
Ian Desmond,435622,115,96.0,82.0,47.0,26.0,3.0,13.0,87.0,24.0,1.0,86.0,2.0,0.271,317.0,0.325,0.495,0.82,2.0,2.0,0.5,9.0,1308.0,345.0,157.0,51.0,133.0,0.0,2.0,0.333,1.28,0.304,7.0,0.333,0.942,0.609,0.255,13.0,0.296,0.767,0.471,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,10.0,0.5,5.0,0.615,1.415,0.8,1.0
Nolan Arenado,571448,115,107.0,88.0,68.0,23.0,2.0,22.0,63.0,41.0,8.0,124.0,3.0,0.305,407.0,0.368,0.533,0.902,2.0,2.0,0.5,5.0,1622.0,456.0,217.0,80.0,146.0,0.0,5.0,0.312,0.64,0.32,8.0,0.357,0.717,0.36,0.273,15.0,0.339,0.703,0.364,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,23.0,0.609,14.0,0.64,1.944,1.304,1.0
Raimel Tapia,606132,115,99.0,85.0,40.0,21.0,5.0,7.0,74.0,15.0,0.0,82.0,0.0,0.274,299.0,0.309,0.448,0.757,3.0,4.0,0.571,2.0,1164.0,314.0,134.0,31.0,117.0,0.0,0.0,0.344,1.47,0.318,7.0,0.318,0.727,0.409,0.333,16.0,0.36,0.839,0.479,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan McMahon,641857,115,89.0,77.0,46.0,16.0,1.0,11.0,95.0,34.0,1.0,80.0,0.0,0.266,301.0,0.339,0.435,0.775,0.0,3.0,1.0,8.0,1338.0,336.0,131.0,51.0,137.0,0.0,1.0,0.352,1.54,0.375,9.0,0.467,1.009,0.542,0.275,14.0,0.356,0.905,0.549,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,4.0,0.0,0.0,0.2,0.2,0.0,0.0
Tony Wolters,547172,115,79.0,67.0,33.0,12.0,2.0,1.0,44.0,23.0,4.0,67.0,4.0,0.277,242.0,0.343,0.355,0.698,1.0,0.0,0.0,5.0,1008.0,276.0,86.0,26.0,110.0,2.0,5.0,0.327,0.94,0.158,3.0,0.238,0.396,0.158,0.233,10.0,0.283,0.539,0.256,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevor Story,596115,115,95.0,68.0,76.0,26.0,4.0,22.0,113.0,34.0,0.0,108.0,4.0,0.278,389.0,0.341,0.535,0.876,5.0,14.0,0.737,1.0,1753.0,428.0,208.0,58.0,140.0,0.0,1.0,0.337,0.67,0.107,3.0,0.219,0.433,0.214,0.217,13.0,0.277,0.76,0.483,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,8.0,0.25,2.0,0.25,0.875,0.625,1.0
Yonder Alonso,475174,115,75.0,62.0,28.0,9.0,0.0,8.0,58.0,31.0,2.0,45.0,1.0,0.194,232.0,0.289,0.336,0.626,1.0,0.0,0.0,8.0,1085.0,266.0,78.0,30.0,92.0,0.0,2.0,0.22,0.9,0.417,5.0,0.5,1.333,0.833,0.3,9.0,0.364,0.864,0.5,0.269,3.23,1.59,9.39,0.89,30.2,15.29,3.28,0.0,0.64,2.89,7.63,2.64,1.34,0.67,6.0,0.167,1.0,0.167,0.334,0.167,0.0
A.J. Pollock,572041,119,44.0,50.0,26.0,5.0,1.0,7.0,39.0,13.0,1.0,39.0,3.0,0.239,163.0,0.302,0.411,0.713,1.0,2.0,0.667,4.0,681.0,182.0,67.0,27.0,93.0,0.0,3.0,0.267,1.32,0.107,3.0,0.167,0.417,0.25,0.268,15.0,0.333,0.904,0.571,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,19.0,0.474,9.0,0.5,1.237,0.737,1.0
Alex Verdugo,657077,119,102.0,108.0,41.0,20.0,2.0,12.0,46.0,26.0,1.0,94.0,2.0,0.287,328.0,0.337,0.47,0.807,1.0,4.0,0.8,8.0,1406.0,362.0,154.0,44.0,137.0,0.0,6.0,0.297,1.26,0.095,2.0,0.174,0.269,0.095,0.18,9.0,0.255,0.555,0.3,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,4.0,0.25,1.0,0.25,0.75,0.5,0.0
Cody Bellinger,641355,119,104.0,63.0,85.0,22.0,2.0,34.0,69.0,66.0,14.0,124.0,3.0,0.331,375.0,0.431,0.672,1.103,5.0,9.0,0.643,5.0,1807.0,449.0,252.0,80.0,157.0,0.0,4.0,0.326,0.51,0.308,8.0,0.4,0.823,0.423,0.296,16.0,0.418,0.992,0.574,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,20.0,0.15,3.0,0.15,0.6,0.45,0.0
Corey Seager,608369,119,83.0,69.0,48.0,24.0,0.0,9.0,62.0,35.0,2.0,81.0,3.0,0.273,297.0,0.352,0.444,0.797,0.0,1.0,1.0,4.0,1243.0,338.0,132.0,46.0,149.0,0.0,3.0,0.314,0.78,0.28,7.0,0.345,0.785,0.44,0.294,15.0,0.373,0.785,0.412,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,6.0,0.167,1.0,0.167,0.5,0.333,0.0
Joc Pederson,592626,119,97.0,78.0,56.0,8.0,3.0,23.0,74.0,34.0,1.0,73.0,9.0,0.236,309.0,0.329,0.505,0.833,0.0,1.0,1.0,3.0,1411.0,353.0,156.0,50.0,111.0,0.0,1.0,0.235,0.92,0.24,6.0,0.345,0.705,0.36,0.22,11.0,0.304,0.724,0.42,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,17.0,0.235,4.0,0.278,0.984,0.706,0.0
Justin Turner,457759,119,99.0,71.0,63.0,20.0,0.0,16.0,65.0,38.0,0.0,102.0,12.0,0.288,354.0,0.373,0.48,0.853,0.0,1.0,1.0,9.0,1604.0,408.0,170.0,46.0,130.0,0.0,4.0,0.31,0.59,0.24,6.0,0.367,1.007,0.64,0.25,14.0,0.364,0.953,0.589,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,16.0,0.125,2.0,0.176,0.489,0.313,1.0
Kristopher Negron,502117,119,11.0,3.0,4.0,0.0,0.0,1.0,11.0,2.0,0.0,6.0,0.0,0.222,27.0,0.276,0.333,0.609,0.0,1.0,1.0,0.0,115.0,29.0,9.0,2.0,9.0,0.0,0.0,0.333,0.43,0.263,5.0,0.3,0.721,0.421,0.222,6.0,0.276,0.609,0.333,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Matt Beaty,607461,119,49.0,44.0,19.0,12.0,0.0,5.0,18.0,5.0,0.0,38.0,0.0,0.295,129.0,0.321,0.504,0.825,0.0,1.0,1.0,2.0,486.0,134.0,65.0,25.0,49.0,0.0,0.0,0.311,1.52,0.2,2.0,0.273,0.673,0.4,0.357,10.0,0.4,1.257,0.857,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,3.0,0.333,1.0,0.333,0.666,0.333,0.0
Max Muncy,571970,119,104.0,82.0,71.0,14.0,1.0,26.0,105.0,61.0,1.0,94.0,2.0,0.263,358.0,0.369,0.525,0.895,1.0,3.0,0.75,4.0,1846.0,425.0,188.0,70.0,170.0,0.0,4.0,0.294,1.01,0.182,4.0,0.367,0.685,0.318,0.245,13.0,0.388,0.879,0.491,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,11.0,0.273,3.0,0.333,1.151,0.818,0.0
Russell Martin,431145,119,57.0,46.0,22.0,3.0,0.0,3.0,38.0,23.0,3.0,32.0,7.0,0.219,146.0,0.348,0.301,0.65,0.0,0.0,0.0,1.0,742.0,178.0,44.0,10.0,68.0,0.0,2.0,0.271,1.44,0.176,3.0,0.263,0.616,0.353,0.129,4.0,0.341,0.567,0.226,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tyler White,643603,119,74.0,49.0,16.0,14.0,0.0,3.0,75.0,33.0,0.0,50.0,0.0,0.225,222.0,0.322,0.329,0.651,0.0,0.0,0.0,7.0,1152.0,258.0,73.0,23.0,108.0,0.0,3.0,0.32,0.96,0.313,5.0,0.389,0.702,0.313,0.255,12.0,0.286,0.584,0.298,0.284,7.22,1.58,10.36,2.23,28.2,15.94,7.98,0.0,0.66,6.75,8.48,1.26,1.29,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Albert Pujols,405395,108,84.0,97.0,39.0,14.0,0.0,17.0,43.0,27.0,1.0,76.0,2.0,0.241,315.0,0.299,0.448,0.747,0.0,0.0,0.0,13.0,1309.0,351.0,141.0,62.0,147.0,0.0,7.0,0.225,0.92,0.188,6.0,0.182,0.651,0.469,0.27,17.0,0.277,0.801,0.524,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,8.0,0.125,1.0,0.125,0.25,0.125,1.0
Andrelton Simmons,592743,108,72.0,102.0,37.0,16.0,0.0,5.0,28.0,14.0,0.0,78.0,1.0,0.276,283.0,0.312,0.385,0.697,1.0,9.0,0.9,16.0,978.0,298.0,109.0,28.0,126.0,0.0,0.0,0.292,1.36,0.2,5.0,0.31,0.59,0.28,0.204,11.0,0.271,0.567,0.296,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,9.0,0.333,3.0,0.4,0.733,0.333,1.0
Brian Goodwin,571718,108,88.0,51.0,43.0,19.0,2.0,9.0,71.0,21.0,2.0,75.0,2.0,0.29,259.0,0.344,0.483,0.826,2.0,3.0,0.6,1.0,1230.0,286.0,125.0,29.0,92.0,1.0,3.0,0.363,0.77,0.389,7.0,0.421,1.143,0.722,0.341,14.0,0.386,1.093,0.707,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fletcher,664058,108,102.0,119.0,56.0,23.0,3.0,5.0,36.0,37.0,1.0,111.0,0.0,0.294,377.0,0.357,0.411,0.768,3.0,8.0,0.727,7.0,1711.0,415.0,155.0,39.0,132.0,0.0,1.0,0.315,1.06,0.333,10.0,0.394,0.827,0.433,0.277,18.0,0.329,0.698,0.369,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,3.0,0.667,2.0,0.667,1.334,0.667,1.0
Dustin Garneau,572863,108,28.0,16.0,11.0,3.0,0.0,2.0,18.0,8.0,0.0,16.0,4.0,0.232,69.0,0.346,0.362,0.708,0.0,0.0,0.0,1.0,338.0,82.0,25.0,7.0,30.0,0.0,0.0,0.286,0.84,0.158,3.0,0.238,0.554,0.316,0.216,8.0,0.31,0.715,0.405,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Justin Upton,457708,108,29.0,19.0,18.0,4.0,0.0,5.0,36.0,13.0,0.0,24.0,0.0,0.224,107.0,0.303,0.402,0.705,0.0,1.0,1.0,1.0,546.0,122.0,43.0,12.0,59.0,0.0,2.0,0.279,0.63,0.148,4.0,0.2,0.533,0.333,0.182,10.0,0.266,0.611,0.345,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kevan Smith,607345,108,36.0,40.0,16.0,9.0,0.0,2.0,21.0,13.0,0.0,29.0,2.0,0.264,110.0,0.349,0.4,0.749,0.0,1.0,1.0,5.0,473.0,126.0,44.0,12.0,37.0,0.0,1.0,0.307,1.9,0.16,4.0,0.241,0.441,0.2,0.22,11.0,0.273,0.613,0.34,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kole Calhoun,594777,108,102.0,98.0,63.0,21.0,1.0,24.0,99.0,44.0,5.0,89.0,4.0,0.235,378.0,0.32,0.487,0.807,1.0,3.0,0.75,6.0,1612.0,429.0,184.0,58.0,148.0,0.0,2.0,0.253,1.04,0.273,9.0,0.273,0.97,0.697,0.246,14.0,0.328,0.924,0.596,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,5.0,0.6,3.0,0.75,1.95,1.2,0.0
Luis Rengifo,650859,108,69.0,63.0,32.0,13.0,3.0,3.0,61.0,25.0,0.0,59.0,2.0,0.252,234.0,0.326,0.372,0.698,3.0,1.0,0.25,5.0,1082.0,265.0,87.0,22.0,102.0,1.0,3.0,0.324,1.15,0.174,4.0,0.321,0.538,0.217,0.189,10.0,0.271,0.573,0.302,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Thaiss,642136,108,14.0,8.0,9.0,1.0,0.0,5.0,16.0,4.0,0.0,11.0,0.0,0.25,44.0,0.313,0.614,0.926,0.0,0.0,0.0,1.0,210.0,48.0,27.0,12.0,20.0,0.0,0.0,0.261,0.89,0.364,8.0,0.417,1.326,0.909,0.25,11.0,0.313,0.927,0.614,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Trout,545361,108,102.0,60.0,82.0,24.0,1.0,34.0,83.0,83.0,11.0,106.0,12.0,0.294,360.0,0.438,0.65,1.088,2.0,8.0,0.8,5.0,1920.0,459.0,234.0,85.0,144.0,0.0,4.0,0.291,0.52,0.25,7.0,0.353,0.817,0.464,0.259,15.0,0.353,1.025,0.672,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,3.0,0.333,1.0,0.667,1.0,0.333,1.0
Shohei Ohtani,660271,108,71.0,72.0,35.0,10.0,2.0,15.0,67.0,26.0,1.0,75.0,2.0,0.292,257.0,0.356,0.521,0.878,1.0,9.0,0.9,3.0,1172.0,289.0,134.0,43.0,126.0,0.0,4.0,0.335,1.53,0.208,5.0,0.367,0.784,0.417,0.26,13.0,0.362,0.742,0.38,0.301,5.54,1.11,10.73,1.38,26.0,16.23,5.54,0.667,0.65,3.0,8.31,2.77,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Dixon,641525,116,73.0,40.0,27.0,11.0,0.0,13.0,81.0,11.0,0.0,60.0,1.0,0.252,238.0,0.286,0.462,0.748,0.0,4.0,1.0,2.0,946.0,252.0,110.0,39.0,98.0,0.0,2.0,0.322,0.68,0.2,5.0,0.231,0.551,0.32,0.283,13.0,0.313,0.726,0.413,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gordon Beckham,493596,116,60.0,38.0,17.0,11.0,2.0,4.0,57.0,11.0,0.0,33.0,4.0,0.196,168.0,0.262,0.357,0.619,1.0,2.0,0.667,5.0,764.0,183.0,60.0,10.0,86.0,0.0,0.0,0.271,0.95,0.125,2.0,0.125,0.25,0.125,0.13,6.0,0.13,0.347,0.217,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Harold Castro,605612,116,48.0,50.0,16.0,6.0,3.0,2.0,43.0,5.0,0.0,48.0,0.0,0.291,165.0,0.306,0.4,0.706,1.0,2.0,0.667,2.0,623.0,174.0,66.0,16.0,46.0,1.0,3.0,0.374,1.79,0.226,7.0,0.25,0.508,0.258,0.286,18.0,0.292,0.705,0.413,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JaCoby Jones,592444,116,80.0,59.0,33.0,17.0,2.0,10.0,85.0,23.0,2.0,63.0,5.0,0.232,271.0,0.303,0.421,0.724,2.0,7.0,0.778,6.0,1172.0,301.0,114.0,25.0,102.0,1.0,1.0,0.299,0.89,0.107,3.0,0.194,0.373,0.179,0.158,9.0,0.25,0.531,0.281,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jake Rogers,668670,116,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,4.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,20.0,4.0,2.0,1.0,1.0,0.0,0.0,0.5,1.0,0.5,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,0.5,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jeimer Candelario,600869,116,69.0,54.0,26.0,12.0,1.0,7.0,79.0,29.0,1.0,53.0,4.0,0.208,255.0,0.299,0.345,0.644,1.0,3.0,0.75,1.0,1222.0,288.0,88.0,24.0,111.0,0.0,0.0,0.272,0.78,0.115,3.0,0.233,0.348,0.115,0.182,10.0,0.262,0.553,0.291,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Hicks,543308,116,65.0,52.0,16.0,10.0,0.0,7.0,72.0,10.0,0.0,41.0,0.0,0.186,220.0,0.221,0.327,0.548,0.0,1.0,1.0,6.0,882.0,231.0,72.0,18.0,125.0,0.0,1.0,0.239,0.93,0.16,4.0,0.192,0.712,0.52,0.154,8.0,0.185,0.512,0.327,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jordy Mercer,474568,116,36.0,35.0,10.0,7.0,0.0,4.0,27.0,7.0,1.0,27.0,2.0,0.218,124.0,0.271,0.371,0.642,0.0,0.0,0.0,1.0,523.0,133.0,46.0,6.0,40.0,0.0,0.0,0.247,1.0,0.269,7.0,0.296,0.681,0.385,0.241,13.0,0.268,0.712,0.444,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Miguel Cabrera,408234,116,94.0,83.0,24.0,15.0,0.0,6.0,76.0,30.0,2.0,95.0,3.0,0.28,339.0,0.34,0.378,0.718,0.0,0.0,0.0,12.0,1409.0,376.0,128.0,40.0,107.0,0.0,4.0,0.341,0.93,0.207,6.0,0.233,0.612,0.379,0.158,9.0,0.186,0.449,0.263,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nicholas Castellanos,592206,116,100.0,93.0,57.0,37.0,3.0,11.0,96.0,31.0,1.0,110.0,3.0,0.273,403.0,0.328,0.462,0.79,1.0,2.0,0.667,7.0,1643.0,439.0,186.0,37.0,141.0,0.0,2.0,0.332,0.88,0.133,4.0,0.133,0.366,0.233,0.242,15.0,0.266,0.718,0.452,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Niko Goodrum,592348,116,94.0,65.0,51.0,20.0,4.0,10.0,117.0,37.0,1.0,87.0,1.0,0.246,354.0,0.317,0.41,0.727,2.0,11.0,0.846,6.0,1649.0,394.0,145.0,35.0,169.0,0.0,2.0,0.336,0.75,0.259,7.0,0.31,0.791,0.481,0.295,18.0,0.328,0.836,0.508,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Reyes,622682,116,17.0,17.0,10.0,3.0,1.0,0.0,14.0,6.0,0.0,15.0,0.0,0.254,59.0,0.323,0.339,0.662,1.0,1.0,0.5,0.0,276.0,65.0,20.0,4.0,17.0,0.0,0.0,0.333,1.31,0.207,6.0,0.258,0.534,0.276,0.241,14.0,0.313,0.641,0.328,0.31,6.0,0.6,11.57,3.0,21.0,20.05,6.43,0.727,0.6,3.33,12.86,3.86,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Haseley,656514,143,17.0,21.0,8.0,4.0,0.0,3.0,11.0,1.0,0.0,16.0,2.0,0.276,58.0,0.311,0.5,0.811,0.0,0.0,0.0,1.0,257.0,61.0,29.0,9.0,19.0,0.0,0.0,0.295,2.1,0.333,9.0,0.357,0.838,0.481,0.294,15.0,0.321,0.85,0.529,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrew Knapp,595284,143,49.0,20.0,8.0,3.0,0.0,1.0,31.0,14.0,1.0,15.0,2.0,0.181,83.0,0.313,0.253,0.566,0.0,0.0,0.0,2.0,413.0,101.0,21.0,4.0,48.0,2.0,0.0,0.275,1.05,0.333,4.0,0.467,0.884,0.417,0.192,5.0,0.3,0.531,0.231,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bryce Harper,547180,143,105.0,79.0,60.0,30.0,0.0,18.0,125.0,71.0,8.0,98.0,3.0,0.253,387.0,0.371,0.47,0.842,3.0,5.0,0.625,6.0,1908.0,463.0,182.0,72.0,147.0,0.0,2.0,0.325,0.91,0.154,4.0,0.353,0.699,0.346,0.255,14.0,0.382,0.855,0.473,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,18.0,0.167,3.0,0.2,0.367,0.167,1.0
Cesar Hernandez,514917,143,105.0,124.0,48.0,21.0,3.0,7.0,58.0,25.0,2.0,112.0,6.0,0.284,395.0,0.333,0.405,0.738,2.0,6.0,0.75,8.0,1627.0,430.0,160.0,43.0,166.0,0.0,4.0,0.314,1.18,0.31,9.0,0.333,0.712,0.379,0.276,16.0,0.3,0.628,0.328,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,5.0,0.4,2.0,0.5,1.5,1.0,1.0
J.T. Realmuto,592663,143,100.0,84.0,62.0,20.0,1.0,14.0,92.0,25.0,1.0,98.0,3.0,0.27,363.0,0.319,0.446,0.765,1.0,4.0,0.8,6.0,1553.0,395.0,162.0,52.0,190.0,0.0,4.0,0.322,0.9,0.259,7.0,0.259,0.852,0.593,0.255,14.0,0.263,0.754,0.491,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,11.0,0.182,2.0,0.25,0.523,0.273,0.0
Jean Segura,516416,143,94.0,131.0,59.0,23.0,3.0,11.0,48.0,19.0,0.0,108.0,5.0,0.285,379.0,0.327,0.449,0.775,1.0,7.0,0.875,8.0,1437.0,405.0,170.0,44.0,138.0,1.0,1.0,0.302,1.39,0.5,11.0,0.522,1.249,0.727,0.34,18.0,0.364,0.817,0.453,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,28.0,0.286,8.0,0.31,0.703,0.393,0.0
Maikel Franco,596748,143,98.0,95.0,41.0,13.0,0.0,15.0,47.0,32.0,17.0,74.0,0.0,0.232,319.0,0.299,0.414,0.713,0.0,0.0,0.0,12.0,1226.0,354.0,132.0,47.0,124.0,0.0,3.0,0.227,0.9,0.192,5.0,0.276,0.507,0.231,0.217,10.0,0.283,0.653,0.37,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,5.0,0.2,1.0,0.2,0.6,0.4,0.0
Nick Williams,608384,143,59.0,24.0,9.0,4.0,0.0,2.0,39.0,4.0,0.0,16.0,2.0,0.16,100.0,0.208,0.26,0.468,0.0,0.0,0.0,1.0,438.0,106.0,26.0,5.0,53.0,0.0,0.0,0.237,1.14,0.067,1.0,0.067,0.334,0.267,0.167,5.0,0.219,0.552,0.333,0.195,2.48,0.77,6.34,1.4,32.2,14.72,2.52,0.625,0.65,5.0,8.27,1.65,0.89,0.75,5.0,0.4,2.0,0.4,1.4,1.0,1.0
