Name,ID,Team,gamesPlayed,groundOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,plateAppearances,totalBases,rbi,leftOnBase,sacBunts,sacFlies,babip,groundOutsToAirouts,avg_p7G,hits_p7G,obp_p7G,ops_p7G,slg_p7G,avg_p15G,hits_p15G,obp_p15G,ops_p15G,slg_p15G,avg_p5G,era_p5G,groundOutsToAirouts_p5G,hitsPer9Inn_p5G,homeRunsPer9_p5G,inningsPitched_p5G,pitchesPerInning_p5G,runsScoredPer9_p5G,stolenBasePercentage_p5G,strikePercentage_p5G,strikeoutWalkRatio_p5G,strikeoutsPer9Inn_p5G,walksPer9Inn_p5G,whip_p5G,winPercentage_p5G,atBats_h2h,avg_h2h,hits_h2h,obp_h2h,ops_h2h,slg_h2h,pitcher_hitter_opposite_hand
Adeiny Hechavarria,588751,121,51.0,39.0,19.0,6.0,0.0,5.0,22.0,5.0,0.0,27.0,0.0,0.229,118.0,0.26,0.407,0.667,1.0,3.0,0.75,2.0,448.0,123.0,48.0,18.0,46.0,0.0,0.0,0.242,1.3,0.25,5.0,0.286,0.636,0.35,0.214,6.0,0.241,0.634,0.393,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Amed Rosario,642708,121,99.0,100.0,47.0,20.0,5.0,11.0,85.0,23.0,1.0,102.0,1.0,0.271,377.0,0.312,0.438,0.75,5.0,11.0,0.688,9.0,1508.0,406.0,165.0,46.0,145.0,2.0,3.0,0.32,1.05,0.233,7.0,0.303,0.703,0.4,0.339,19.0,0.403,0.974,0.571,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,4.0,0.25,1.0,0.4,1.15,0.75,1.0
Dominic Smith,642086,121,87.0,39.0,34.0,10.0,0.0,10.0,44.0,19.0,0.0,49.0,1.0,0.283,173.0,0.358,0.514,0.872,2.0,1.0,0.333,5.0,753.0,193.0,89.0,22.0,79.0,0.0,0.0,0.328,0.95,0.261,6.0,0.261,0.783,0.522,0.176,9.0,0.192,0.525,0.333,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J.D. Davis,605204,121,86.0,68.0,31.0,11.0,1.0,9.0,52.0,22.0,1.0,68.0,1.0,0.292,233.0,0.355,0.464,0.819,0.0,0.0,0.0,5.0,990.0,256.0,108.0,26.0,105.0,0.0,0.0,0.343,1.51,0.435,10.0,0.48,1.002,0.522,0.386,17.0,0.438,0.961,0.523,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0
Jeff McNeil,643446,121,88.0,81.0,50.0,27.0,1.0,9.0,48.0,20.0,2.0,115.0,14.0,0.341,337.0,0.402,0.507,0.909,5.0,4.0,0.444,3.0,1337.0,371.0,171.0,41.0,118.0,0.0,0.0,0.379,0.87,0.296,8.0,0.367,0.848,0.481,0.306,19.0,0.358,0.826,0.468,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Lagares,501571,121,84.0,45.0,19.0,6.0,0.0,2.0,50.0,12.0,3.0,28.0,2.0,0.185,151.0,0.253,0.265,0.518,1.0,3.0,0.75,5.0,631.0,167.0,40.0,15.0,65.0,1.0,1.0,0.26,1.5,0.375,3.0,0.444,0.944,0.5,0.188,3.0,0.278,0.528,0.25,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Michael Conforto,624424,121,93.0,62.0,52.0,18.0,0.0,18.0,93.0,50.0,3.0,85.0,7.0,0.253,336.0,0.358,0.467,0.825,1.0,5.0,0.833,5.0,1594.0,397.0,157.0,51.0,135.0,0.0,4.0,0.293,0.62,0.286,8.0,0.31,0.739,0.429,0.281,16.0,0.339,0.76,0.421,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,4.0,1.0,4.0,1.0,2.75,1.75,0.0
Pete Alonso,624413,121,101.0,85.0,64.0,21.0,2.0,33.0,108.0,48.0,1.0,96.0,14.0,0.263,365.0,0.367,0.603,0.97,0.0,1.0,1.0,9.0,1738.0,430.0,220.0,75.0,165.0,0.0,3.0,0.278,1.08,0.143,3.0,0.4,0.829,0.429,0.173,9.0,0.343,0.824,0.481,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
Robinson Cano,429664,121,77.0,94.0,29.0,19.0,0.0,9.0,53.0,16.0,2.0,72.0,3.0,0.25,288.0,0.295,0.41,0.705,0.0,0.0,0.0,12.0,1075.0,308.0,118.0,28.0,127.0,0.0,1.0,0.278,1.34,0.296,8.0,0.321,0.988,0.667,0.293,17.0,0.323,0.909,0.586,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,2.0,0.5,1.0,0.5,1.0,0.5,0.0
Todd Frazier,453943,121,78.0,60.0,35.0,8.0,2.0,13.0,68.0,26.0,0.0,65.0,7.0,0.244,266.0,0.328,0.436,0.764,2.0,1.0,0.333,7.0,1210.0,299.0,116.0,39.0,116.0,0.0,0.0,0.281,0.82,0.185,5.0,0.267,0.674,0.407,0.2,11.0,0.302,0.684,0.382,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0
Tomas Nido,621512,121,31.0,32.0,5.0,3.0,0.0,3.0,23.0,4.0,1.0,22.0,0.0,0.234,94.0,0.265,0.362,0.627,0.0,0.0,0.0,3.0,326.0,98.0,34.0,12.0,45.0,0.0,0.0,0.279,1.88,0.15,3.0,0.227,0.477,0.25,0.25,12.0,0.308,0.662,0.354,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Wilson Ramos,467092,121,89.0,114.0,35.0,8.0,0.0,9.0,47.0,33.0,5.0,75.0,1.0,0.26,288.0,0.336,0.382,0.718,0.0,0.0,0.0,11.0,1076.0,324.0,110.0,44.0,123.0,0.0,2.0,0.282,2.11,0.182,4.0,0.24,0.422,0.182,0.216,11.0,0.305,0.54,0.235,0.281,4.5,0.99,10.13,0.75,24.0,17.21,5.25,0.0,0.64,2.33,7.88,3.38,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Austin Hedges,595978,135,65.0,35.0,17.0,8.0,0.0,7.0,74.0,14.0,1.0,41.0,5.0,0.194,211.0,0.26,0.332,0.591,0.0,1.0,1.0,3.0,928.0,231.0,70.0,28.0,90.0,0.0,1.0,0.26,0.56,0.3,6.0,0.375,0.925,0.55,0.234,11.0,0.288,0.671,0.383,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,9.0,0.0,0.0,0.182,0.182,0.0,1.0
Eric Hosmer,543333,135,101.0,137.0,50.0,19.0,1.0,13.0,84.0,29.0,2.0,113.0,2.0,0.283,400.0,0.332,0.433,0.764,1.0,0.0,0.0,7.0,1659.0,434.0,173.0,64.0,134.0,0.0,3.0,0.327,1.99,0.259,7.0,0.323,0.656,0.333,0.222,14.0,0.265,0.567,0.302,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,12.0,0.167,2.0,0.231,0.398,0.167,0.0
Fernando Tatis Jr.,665487,135,67.0,55.0,50.0,11.0,5.0,16.0,89.0,24.0,1.0,85.0,4.0,0.326,261.0,0.387,0.59,0.977,3.0,14.0,0.824,3.0,1125.0,292.0,154.0,41.0,86.0,0.0,3.0,0.434,1.57,0.323,10.0,0.353,0.934,0.581,0.328,21.0,0.371,0.918,0.547,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Francisco Mejia,642336,135,44.0,28.0,13.0,5.0,1.0,4.0,32.0,8.0,1.0,30.0,3.0,0.236,127.0,0.295,0.386,0.681,0.0,0.0,0.0,4.0,517.0,139.0,49.0,11.0,54.0,0.0,1.0,0.283,0.74,0.471,8.0,0.526,1.232,0.706,0.286,12.0,0.348,0.8,0.452,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,3.0,0.667,2.0,0.667,1.334,0.667,0.0
Franmil Reyes,614177,135,96.0,78.0,40.0,8.0,0.0,26.0,91.0,29.0,1.0,78.0,0.0,0.252,309.0,0.313,0.531,0.844,0.0,0.0,0.0,12.0,1302.0,342.0,164.0,45.0,122.0,0.0,4.0,0.265,1.18,0.217,5.0,0.357,0.618,0.261,0.255,12.0,0.364,0.704,0.34,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,6.0,0.0,0.0,0.0,0.0,0.0,1.0
Greg Garcia,594824,135,79.0,60.0,32.0,10.0,3.0,3.0,50.0,25.0,0.0,50.0,2.0,0.265,189.0,0.355,0.397,0.752,1.0,0.0,0.0,2.0,915.0,218.0,75.0,22.0,73.0,1.0,1.0,0.343,1.94,0.333,3.0,0.5,0.833,0.333,0.267,8.0,0.353,0.62,0.267,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,6.0,0.333,2.0,0.5,0.833,0.333,0.0
Hunter Renfroe,592669,135,93.0,60.0,46.0,15.0,1.0,28.0,93.0,26.0,1.0,75.0,1.0,0.244,307.0,0.302,0.573,0.875,0.0,4.0,1.0,4.0,1350.0,338.0,176.0,54.0,128.0,0.0,4.0,0.247,0.72,0.192,5.0,0.2,0.585,0.385,0.226,12.0,0.279,0.713,0.434,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,9.0,0.333,3.0,0.333,1.444,1.111,1.0
Ian Kinsler,435079,135,80.0,71.0,25.0,12.0,0.0,8.0,52.0,18.0,0.0,54.0,3.0,0.214,252.0,0.274,0.357,0.631,4.0,2.0,0.333,5.0,1060.0,274.0,90.0,20.0,91.0,0.0,1.0,0.238,0.93,0.176,3.0,0.263,0.439,0.176,0.184,7.0,0.256,0.467,0.211,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Luis Urias,649966,135,16.0,15.0,6.0,1.0,0.0,0.0,13.0,8.0,0.0,3.0,1.0,0.075,40.0,0.245,0.1,0.345,0.0,0.0,0.0,4.0,208.0,49.0,4.0,0.0,19.0,0.0,0.0,0.111,1.67,0.056,1.0,0.227,0.283,0.056,0.086,3.0,0.273,0.387,0.114,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Manny Machado,592518,135,99.0,87.0,59.0,15.0,0.0,25.0,85.0,40.0,2.0,104.0,3.0,0.274,380.0,0.345,0.511,0.856,1.0,3.0,0.75,14.0,1580.0,426.0,194.0,66.0,127.0,0.0,3.0,0.289,0.81,0.286,8.0,0.355,0.855,0.5,0.279,17.0,0.333,0.874,0.541,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,15.0,0.4,6.0,0.438,0.838,0.4,1.0
Manuel Margot,622534,135,93.0,54.0,39.0,14.0,1.0,6.0,52.0,25.0,1.0,58.0,1.0,0.247,235.0,0.322,0.391,0.713,0.0,15.0,1.0,5.0,1039.0,262.0,92.0,20.0,97.0,1.0,0.0,0.294,0.75,0.296,8.0,0.406,0.887,0.481,0.275,14.0,0.413,0.982,0.569,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,9.0,0.222,2.0,0.222,0.666,0.444,1.0
Wil Myers,571976,135,99.0,52.0,42.0,11.0,0.0,12.0,111.0,36.0,0.0,57.0,2.0,0.213,267.0,0.311,0.39,0.701,5.0,9.0,0.643,8.0,1286.0,306.0,104.0,27.0,113.0,1.0,0.0,0.313,1.08,0.111,1.0,0.2,0.311,0.111,0.105,2.0,0.227,0.332,0.105,0.195,1.69,0.91,6.19,0.56,32.0,16.13,1.69,0.667,0.66,3.5,11.81,3.38,1.06,0.67,19.0,0.211,4.0,0.286,0.76,0.474,1.0
Adam Frazier,624428,134,94.0,107.0,52.0,22.0,4.0,4.0,46.0,24.0,4.0,98.0,7.0,0.279,351.0,0.337,0.399,0.736,2.0,3.0,0.6,1.0,1444.0,385.0,140.0,26.0,122.0,2.0,1.0,0.311,1.04,0.25,6.0,0.379,0.671,0.292,0.304,17.0,0.371,0.746,0.375,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,28.0,0.357,10.0,0.357,1.0,0.643,1.0
Bryan Reynolds,668804,134,79.0,67.0,43.0,20.0,2.0,7.0,67.0,29.0,0.0,88.0,4.0,0.328,268.0,0.399,0.496,0.896,2.0,1.0,0.333,5.0,1194.0,303.0,133.0,40.0,102.0,0.0,2.0,0.413,1.4,0.241,7.0,0.281,0.557,0.276,0.291,16.0,0.385,0.785,0.4,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,9.0,0.444,4.0,0.4,0.956,0.556,1.0
Colin Moran,592567,134,98.0,67.0,31.0,18.0,1.0,10.0,78.0,17.0,2.0,84.0,2.0,0.289,291.0,0.33,0.46,0.791,0.0,0.0,0.0,6.0,1147.0,312.0,134.0,55.0,130.0,0.0,2.0,0.361,1.05,0.227,5.0,0.28,0.598,0.318,0.333,16.0,0.365,0.803,0.438,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,21.0,0.19,4.0,0.292,0.53,0.238,1.0
Corey Dickerson,572816,134,41.0,30.0,18.0,18.0,0.0,2.0,22.0,13.0,4.0,37.0,0.0,0.308,120.0,0.37,0.508,0.879,0.0,1.0,1.0,3.0,572.0,135.0,61.0,20.0,55.0,0.0,2.0,0.357,0.91,0.455,10.0,0.538,1.22,0.682,0.366,15.0,0.458,0.995,0.537,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,17.0,0.353,6.0,0.333,0.686,0.353,1.0
Elias Diaz,553869,134,68.0,60.0,23.0,12.0,0.0,1.0,37.0,16.0,0.0,54.0,0.0,0.254,213.0,0.303,0.324,0.627,0.0,0.0,0.0,8.0,959.0,231.0,69.0,21.0,89.0,0.0,2.0,0.299,0.94,0.238,5.0,0.238,0.524,0.286,0.174,8.0,0.188,0.405,0.217,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,5.0,0.0,0.0,0.167,0.167,0.0,0.0
Jacob Stallings,607732,134,32.0,17.0,10.0,1.0,0.0,1.0,19.0,7.0,5.0,21.0,1.0,0.304,69.0,0.377,0.362,0.739,0.0,0.0,0.0,0.0,260.0,77.0,25.0,4.0,29.0,0.0,0.0,0.408,1.42,0.167,2.0,0.286,0.453,0.167,0.25,7.0,0.344,0.594,0.25,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,4.0,0.25,1.0,0.25,0.5,0.25,0.0
Jose Osuna,591741,134,41.0,23.0,14.0,6.0,0.0,5.0,15.0,4.0,0.0,21.0,1.0,0.28,75.0,0.325,0.56,0.885,0.0,0.0,0.0,2.0,322.0,81.0,42.0,13.0,29.0,0.0,0.0,0.291,1.44,0.083,1.0,0.083,0.166,0.083,0.214,6.0,0.241,0.527,0.286,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Bell,605137,134,101.0,102.0,72.0,33.0,3.0,27.0,90.0,50.0,8.0,109.0,3.0,0.288,379.0,0.37,0.604,0.974,1.0,0.0,0.0,7.0,1725.0,438.0,229.0,86.0,149.0,0.0,6.0,0.306,1.21,0.19,4.0,0.414,0.7,0.286,0.146,7.0,0.305,0.513,0.208,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,23.0,0.217,5.0,0.296,0.557,0.261,1.0
Jung Ho Kang,628356,134,61.0,42.0,15.0,7.0,1.0,10.0,53.0,10.0,0.0,29.0,1.0,0.18,161.0,0.231,0.422,0.654,0.0,0.0,0.0,4.0,672.0,173.0,68.0,24.0,79.0,0.0,1.0,0.192,1.11,0.167,2.0,0.167,0.584,0.417,0.258,8.0,0.258,0.903,0.645,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,4.0,0.5,2.0,0.5,1.75,1.25,0.0
Kevin Newman,621028,134,75.0,97.0,27.0,13.0,2.0,6.0,35.0,17.0,2.0,87.0,1.0,0.315,276.0,0.356,0.442,0.798,5.0,6.0,0.545,3.0,1100.0,297.0,122.0,35.0,118.0,2.0,1.0,0.343,1.62,0.179,5.0,0.233,0.447,0.214,0.323,20.0,0.344,0.731,0.387,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,12.0,0.083,1.0,0.083,0.166,0.083,0.0
Melky Cabrera,466320,134,86.0,84.0,31.0,14.0,1.0,6.0,25.0,13.0,2.0,78.0,1.0,0.305,256.0,0.341,0.438,0.778,0.0,2.0,1.0,9.0,919.0,271.0,112.0,34.0,103.0,1.0,0.0,0.32,1.2,0.294,5.0,0.333,0.627,0.294,0.302,13.0,0.348,0.836,0.488,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,3.0,0.333,1.0,0.333,1.0,0.667,1.0
Starling Marte,516782,134,91.0,123.0,67.0,24.0,4.0,17.0,66.0,16.0,0.0,110.0,9.0,0.287,383.0,0.328,0.504,0.832,3.0,13.0,0.813,12.0,1467.0,414.0,193.0,60.0,156.0,2.0,4.0,0.306,1.37,0.433,13.0,0.469,1.236,0.767,0.323,20.0,0.348,1.058,0.71,0.282,3.77,1.67,9.58,0.87,31.0,13.9,4.06,0.0,0.68,7.33,6.39,0.87,1.16,0.5,28.0,0.179,5.0,0.207,0.421,0.214,0.0
Andrew Knizner,668800,138,8.0,9.0,4.0,2.0,0.0,1.0,7.0,2.0,0.0,4.0,0.0,0.154,26.0,0.214,0.346,0.56,0.0,1.0,1.0,1.0,92.0,28.0,9.0,3.0,12.0,0.0,0.0,0.167,1.5,0.174,4.0,0.24,0.631,0.391,0.154,4.0,0.214,0.56,0.346,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dexter Fowler,451594,138,93.0,67.0,36.0,13.0,1.0,11.0,83.0,36.0,1.0,71.0,7.0,0.247,288.0,0.342,0.413,0.756,2.0,5.0,0.714,4.0,1373.0,334.0,119.0,36.0,107.0,1.0,2.0,0.306,0.96,0.185,5.0,0.241,0.611,0.37,0.214,12.0,0.262,0.583,0.321,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,11.0,0.455,5.0,0.5,1.591,1.091,1.0
Harrison Bader,664056,138,87.0,51.0,30.0,10.0,2.0,6.0,70.0,29.0,4.0,43.0,8.0,0.199,216.0,0.315,0.347,0.662,3.0,6.0,0.667,2.0,1051.0,255.0,75.0,19.0,89.0,1.0,1.0,0.262,0.94,0.1,1.0,0.25,0.35,0.1,0.125,3.0,0.276,0.484,0.208,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,5.0,0.2,1.0,0.333,1.133,0.8,0.0
Jose Martinez,500874,138,97.0,84.0,38.0,10.0,0.0,10.0,58.0,30.0,0.0,75.0,1.0,0.277,271.0,0.349,0.424,0.773,0.0,1.0,1.0,13.0,1281.0,304.0,115.0,38.0,103.0,0.0,2.0,0.317,1.5,0.333,6.0,0.455,1.122,0.667,0.214,9.0,0.346,0.775,0.429,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,13.0,0.385,5.0,0.429,0.814,0.385,0.0
Kolten Wong,543939,138,100.0,91.0,39.0,17.0,1.0,8.0,50.0,34.0,5.0,82.0,8.0,0.258,318.0,0.341,0.393,0.734,1.0,14.0,0.933,1.0,1308.0,366.0,125.0,39.0,136.0,2.0,4.0,0.28,0.9,0.364,8.0,0.423,1.059,0.636,0.366,15.0,0.449,0.961,0.512,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,12.0,0.083,1.0,0.083,0.416,0.333,1.0
Matt Wieters,446308,138,42.0,25.0,12.0,3.0,0.0,8.0,29.0,9.0,0.0,26.0,1.0,0.234,111.0,0.293,0.477,0.77,1.0,1.0,0.5,2.0,518.0,123.0,53.0,18.0,57.0,0.0,2.0,0.237,0.76,0.217,5.0,0.269,0.791,0.522,0.265,13.0,0.351,0.943,0.592,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,7.0,0.0,0.0,0.0,0.0,0.0,1.0
Paul DeJong,657557,138,100.0,81.0,68.0,24.0,1.0,18.0,81.0,38.0,1.0,97.0,9.0,0.256,379.0,0.336,0.467,0.803,4.0,6.0,0.6,10.0,1656.0,429.0,177.0,50.0,150.0,0.0,3.0,0.279,0.66,0.32,8.0,0.379,1.339,0.96,0.236,13.0,0.295,0.877,0.582,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,12.0,0.083,1.0,0.071,0.154,0.083,0.0
Paul Goldschmidt,502671,138,102.0,77.0,62.0,10.0,0.0,22.0,111.0,48.0,1.0,96.0,2.0,0.253,379.0,0.34,0.454,0.793,1.0,0.0,0.0,6.0,1830.0,432.0,172.0,53.0,130.0,0.0,1.0,0.3,0.8,0.333,8.0,0.37,1.203,0.833,0.25,13.0,0.31,0.925,0.615,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,10.0,0.5,5.0,0.667,1.567,0.9,0.0
Rangel Ravelo,592660,138,9.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.071,14.0,0.133,0.071,0.205,0.0,0.0,0.0,0.0,59.0,15.0,1.0,0.0,5.0,0.0,0.0,0.125,6.0,0.077,1.0,0.077,0.154,0.077,0.071,1.0,0.133,0.204,0.071,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Edman,669242,138,34.0,27.0,17.0,4.0,2.0,4.0,21.0,5.0,0.0,26.0,1.0,0.257,101.0,0.299,0.455,0.755,0.0,4.0,1.0,0.0,473.0,107.0,46.0,14.0,37.0,0.0,0.0,0.289,1.0,0.267,8.0,0.333,0.7,0.367,0.228,13.0,0.279,0.612,0.333,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,3.0,0.333,1.0,0.333,1.0,0.667,1.0
Tyler O'Neill,641933,138,41.0,15.0,14.0,5.0,0.0,5.0,44.0,4.0,0.0,31.0,0.0,0.274,113.0,0.299,0.451,0.75,0.0,1.0,1.0,3.0,462.0,117.0,51.0,16.0,49.0,0.0,0.0,0.406,0.65,0.148,4.0,0.148,0.296,0.148,0.286,16.0,0.298,0.834,0.536,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,6.0,0.5,3.0,0.5,1.5,1.0,0.0
Yairo Munoz,622168,138,59.0,37.0,17.0,7.0,1.0,2.0,24.0,4.0,0.0,37.0,0.0,0.298,124.0,0.32,0.419,0.74,3.0,7.0,0.7,3.0,450.0,128.0,52.0,11.0,50.0,0.0,0.0,0.357,1.42,0.333,8.0,0.36,1.027,0.667,0.3,12.0,0.333,0.833,0.5,0.217,4.38,1.05,7.3,2.23,24.2,16.86,5.58,0.0,0.66,3.71,9.49,2.55,1.09,0.33,2.0,0.5,1.0,0.5,1.5,1.0,0.0
Adam Eaton,594809,120,98.0,92.0,59.0,16.0,4.0,7.0,68.0,44.0,0.0,108.0,5.0,0.285,379.0,0.364,0.404,0.768,3.0,9.0,0.75,5.0,1751.0,436.0,153.0,26.0,135.0,5.0,3.0,0.329,0.77,0.31,9.0,0.355,0.907,0.552,0.323,20.0,0.358,0.89,0.532,0.253,6.17,1.12,8.87,1.95,23.1,18.64,6.23,1.0,0.63,1.92,9.64,5.01,1.54,0.0,5.0,0.4,2.0,0.5,1.1,0.6,1.0
Andrew Stevenson,664057,120,12.0,2.0,3.0,0.0,0.0,0.0,4.0,3.0,0.0,4.0,1.0,0.286,14.0,0.444,0.286,0.73,0.0,0.0,0.0,0.0,95.0,18.0,4.0,0.0,3.0,0.0,0.0,0.4,0.5,0.273,3.0,0.385,0.658,0.273,0.286,4.0,0.444,0.73,0.286,0.253,6.17,1.12,8.87,1.95,23.1,18.64,6.23,1.0,0.63,1.92,9.64,5.01,1.54,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Anthony Rendon,543685,120,88.0,68.0,73.0,29.0,2.0,22.0,55.0,40.0,6.0,104.0,9.0,0.314,331.0,0.398,0.613,1.012,1.0,1.0,0.5,10.0,1543.0,384.0,203.0,73.0,139.0,0.0,4.0,0.318,0.63,0.296,8.0,0.387,0.98,0.593,0.362,21.0,0.441,1.044,0.603,0.253,6.17,1.12,8.87,1.95,23.1,18.64,6.23,1.0,0.63,1.92,9.64,5.01,1.54,0.0,3.0,0.667,2.0,0.833,2.833,2.0,0.0
Brian Dozier,572821,120,95.0,59.0,40.0,18.0,0.0,14.0,84.0,43.0,1.0,72.0,4.0,0.234,308.0,0.334,0.429,0.763,1.0,3.0,0.75,6.0,1514.0,356.0,132.0,35.0,124.0,0.0,1.0,0.275,0.63,0.273,6.0,0.429,0.793,0.364,0.234,11.0,0.429,0.791,0.362,0.253,6.17,1.12,8.87,1.95,23.1,18.64,6.23,1.0,0.63,1.92,9.64,5.01,1.54,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
